Borough,School_Name,Phase,Type_Group,Capacity,Pupils,FSM_Percent,Gender,Religious_Character
Waltham Forest,Willowfield School,Secondary,Local authority maintained schools,1050,1004,31.5,Mixed,Does not apply
Waltham Forest,Leytonstone School,Secondary,Local authority maintained schools,990,1029,25.6,Mixed,Does not apply
Waltham Forest,Walthamstow School for Girls,Secondary,Local authority maintained schools,900,890,24.4,Girls,Does not apply
Waltham Forest,Kelmscott School,Secondary,Local authority maintained schools,1140,1097,34.3,Mixed,Does not apply
Waltham Forest,Holy Family Catholic School,Secondary,Local authority maintained schools,1240,1211,33.1,Mixed,Roman Catholic
Waltham Forest,Forest School,Not applicable,Independent schools,1530,1590,0,Mixed,Church of England
Haringey,Hyland House School,Not applicable,Independent schools,97,56,0,Mixed,Seventh Day Adventist
Waltham Forest,Normanhurst School,Not applicable,Independent schools,320,246,0,Mixed,None
Greenwich,St Paul's Academy,Secondary,Academies,1200,1119,35.6,Mixed,Roman Catholic
Wandsworth,Wandsworth Hospital and Home Tuition Service,Not applicable,Local authority maintained schools,85,7,66.7,Mixed,Does not apply
Merton,Oak Tree Primary School,Not applicable,Independent schools,177,84,0,Mixed,None
Hackney,Springfield Community Primary School,Primary,Local authority maintained schools,260,213,33.5,Mixed,Does not apply
Redbridge,Apex Primary School,Not applicable,Independent schools,112,123,0,Mixed,Muslim
Redbridge,Redbridge Primary School,Primary,Local authority maintained schools,817,853,12.1,Mixed,Does not apply
Brent,Wembley Primary School,Primary,Local authority maintained schools,900,829,26.3,Mixed,Does not apply
Hammersmith and Fulham,Thomas's Fulham,Not applicable,Independent schools,450,420,0,Mixed,None
Islington,The Children's House School,Not applicable,Independent schools,160,119,0,Mixed,None
Hackney,Rushmore Primary School,Primary,Local authority maintained schools,470,452,22.3,Mixed,Does not apply
Hackney,Gayhurst Community School,Primary,Local authority maintained schools,570,535,21.2,Mixed,Does not apply
Barking and Dagenham,Monteagle Primary School,Primary,Local authority maintained schools,735,666,24.1,Mixed,Does not apply
Camden,Christopher Hatton Primary School,Primary,Local authority maintained schools,210,224,38.1,Mixed,Does not apply
Waltham Forest,Ainslie Wood Primary School,Primary,Local authority maintained schools,420,437,10.6,Mixed,Does not apply
Tower Hamlets,Arnhem Wharf Primary School,Primary,Local authority maintained schools,682,511,43.9,Mixed,Does not apply
Barking and Dagenham,Richard Alibon Primary School with ARP for Cognitive and Learning Difficulties : SEN Base,Primary,Local authority maintained schools,678,607,25.2,Mixed,Does not apply
Haringey,Alexandra Primary School,Primary,Local authority maintained schools,460,433,38.3,Mixed,Does not apply
Newham,Sandringham Primary School,Primary,Local authority maintained schools,1012,990,30.8,Mixed,Does not apply
Wandsworth,Thomas's Clapham,Not applicable,Independent schools,680,653,0,Mixed,None
Camden,City Lit,16 plus,Colleges,0,0,0,Mixed,Does not apply
Camden,WM College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Camden,The Mary Ward Centre (AE Centre),16 plus,Colleges,0,0,0,Mixed,Does not apply
Hammersmith and Fulham,"Ealing, Hammersmith and West London College",16 plus,Colleges,0,0,0,Mixed,Does not apply
Kensington and Chelsea,St Charles Catholic Sixth Form College,16 plus,Colleges,0,0,0,Mixed,Roman Catholic
Lambeth,Morley College London,16 plus,Colleges,0,0,0,Mixed,Does not apply
Lambeth,South Bank Colleges,16 plus,Colleges,0,0,0,Mixed,Does not apply
Lambeth,The Marine Society College of the Sea,16 plus,Colleges,0,0,0,Mixed,Does not apply
Lewisham,Christ The King Sixth Form College,16 plus,Colleges,0,0,0,Mixed,Roman Catholic
Tower Hamlets,New City College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Tower Hamlets,Workers' Educational Association,16 plus,Colleges,0,0,0,Mixed,Does not apply
Camden,Capital City College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Wandsworth,St Francis Xavier Sixth Form College,16 plus,Colleges,0,0,0,Mixed,Roman Catholic
Westminster,United Colleges Group,16 plus,Colleges,0,0,0,Mixed,Does not apply
Barking and Dagenham,Barking and Dagenham College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Barnet,Barnet and Southgate College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Bromley,London South East Colleges,16 plus,Colleges,0,0,0,Mixed,Does not apply
Croydon,Croydon College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Enfield,Capel Manor College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Harrow,Stanmore College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Harrow,St Dominic's Sixth Form College,16 plus,Colleges,0,0,0,Mixed,Roman Catholic
Hillingdon,"HRUC (Harrow, Richmond & Uxbridge Colleges)",16 plus,Colleges,0,0,0,Mixed,Does not apply
Hounslow,West Thames College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Kingston upon Thames,South Thames Colleges Group,16 plus,Colleges,0,0,0,Mixed,Does not apply
Newham,Newham College of Further Education,16 plus,Colleges,0,0,0,Mixed,Does not apply
Waltham Forest,Waltham Forest College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Waltham Forest,Leyton Sixth Form College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Waltham Forest,Sir George Monoux College,16 plus,Colleges,0,0,0,Mixed,Does not apply
Barnet,Tashbar of Edgware,Not applicable,Independent schools,240,207,0,Boys,None
Lewisham,Abbey Manor College,Not applicable,Local authority maintained schools,0,108,57.4,Mixed,Does not apply
Westminster,Paddington Academy,Secondary,Academies,1200,1259,49.8,Mixed,Christian
Croydon,Ridgeway Primary School,Primary,Local authority maintained schools,708,642,5.1,Mixed,Does not apply
Southwark,Bessemer Grange Primary School,Primary,Local authority maintained schools,690,533,25.3,Mixed,Does not apply
Barking and Dagenham,Godwin Primary School,Primary,Local authority maintained schools,630,434,22.8,Mixed,Does not apply
Greenwich,Middle Park Primary School,Primary,Local authority maintained schools,497,417,46.4,Mixed,Does not apply
Hackney,William Patten Primary School,Primary,Local authority maintained schools,420,441,13.6,Mixed,Does not apply
Sutton,Muschamp Primary School and Language Opportunity Base,Primary,Local authority maintained schools,630,614,26.1,Mixed,Does not apply
Enfield,Russet House School,Not applicable,Special schools,132,145,60.7,Mixed,Does not apply
Newham,Central Park Primary School,Primary,Local authority maintained schools,840,919,29.7,Mixed,Does not apply
Barnet,Hasmonean Primary School,Primary,Local authority maintained schools,230,198,18.7,Mixed,Jewish
Redbridge,Highlands Primary School,Primary,Local authority maintained schools,630,665,14.7,Mixed,Does not apply
Tower Hamlets,Stephen Hawking School,Not applicable,Special schools,104,98,49.0,Mixed,Does not apply
Barnet,Beis Soroh Schneirer,Not applicable,Independent schools,360,352,0,Girls,None
Waltham Forest,Barn Croft Primary School,Primary,Local authority maintained schools,210,183,21.0,Mixed,Does not apply
Brent,Brondesbury College London,Not applicable,Independent schools,125,118,0,Boys,Islam
Hackney,The Excelsior Academy,Secondary,Academies,1080,992,59.8,Mixed,Does not apply
Haringey,Stroud Green Primary School,Primary,Local authority maintained schools,470,461,24.1,Mixed,Does not apply
Barking and Dagenham,Trinity School,Not applicable,Special schools,0,319,42.6,Mixed,Does not apply
Sutton,Culvers House Primary School,Primary,Local authority maintained schools,446,410,30.0,Mixed,Does not apply
Greenwich,Discovery Primary School,Primary,Local authority maintained schools,700,592,27.8,Mixed,Does not apply
Barnet,Talmud Torah Tiferes Shlomo,Not applicable,Independent schools,360,307,0,Boys,Orthodox Jewish
Barnet,Finchley and Acton Yochien School,Not applicable,Independent schools,193,84,0,Mixed,None
Hackney,Hoxton Garden Primary,Primary,Local authority maintained schools,450,384,58.7,Mixed,Does not apply
Ealing,Grange Primary School,Primary,Local authority maintained schools,912,657,22.7,Mixed,Does not apply
Hammersmith and Fulham,The Fulham Prep School Ltd,Not applicable,Independent schools,720,377,0,Mixed,None
Hackney,Beis Aharon School,Not applicable,Independent schools,420,271,0,Boys,None
Hounslow,The Woodbridge Park Education Service,Not applicable,Local authority maintained schools,176,127,63.2,Mixed,Does not apply
Southwark,Cavendish School,Not applicable,Special schools,42,38,0,Mixed,None
Greenwich,James Wolfe Primary School and Centre for the Deaf,Primary,Local authority maintained schools,840,705,28.9,Mixed,Does not apply
Lambeth,Bonneville Primary School,Primary,Local authority maintained schools,420,353,40.2,Mixed,Does not apply
Barnet,Barnet Hill Academy,Not applicable,Independent schools,400,175,0,Mixed,Islam
Westminster,Westminster Academy,Secondary,Academies,1300,1073,51.2,Mixed,None
Hammersmith and Fulham,St James Preparatory School,Not applicable,Independent schools,320,157,0,Mixed,None
Barnet,WENTWORTH COLLEGE,Not applicable,Independent schools,99,47,0,Mixed,None
Camden,The Academy School,Not applicable,Independent schools,95,84,0,Mixed,None
Redbridge,Mayespark Primary School,Primary,Local authority maintained schools,682,617,22.8,Mixed,Does not apply
Ealing,Elthorne Park High School,Secondary,Local authority maintained schools,1487,1580,22.0,Mixed,Does not apply
Harrow,Whitchurch Primary School & Nursery,Primary,Local authority maintained schools,892,845,13.4,Mixed,Does not apply
Islington,Newington Green Primary School,Primary,Local authority maintained schools,450,459,57.2,Mixed,Does not apply
Lambeth,Hill Mead Primary School,Primary,Local authority maintained schools,420,245,58.6,Mixed,Does not apply
Hackney,Beis Trana Girls' School,Not applicable,Independent schools,278,266,0,Girls,None
Hackney,The Lyceum,Not applicable,Independent schools,252,121,0,Mixed,None
Kingston upon Thames,Educare Small School,Not applicable,Independent schools,50,36,0,Mixed,None
Barnet,Menorah Foundation School,Primary,Local authority maintained schools,400,320,3.1,Mixed,Jewish
Islington,St Paul's Waldorf School,Not applicable,Independent schools,224,206,0,Mixed,None
Tower Hamlets,Jamiatul Ummah School,Not applicable,Independent schools,250,190,0,Boys,None
Bromley,Browns School,Not applicable,Special schools,99,96,0,Mixed,None
Barnet,Tiferes High School,Not applicable,Independent schools,150,149,0,Girls,None
Enfield,Oakthorpe Primary School,Primary,Local authority maintained schools,456,454,32.2,Mixed,Does not apply
Havering,The Mawney Foundation School,Primary,Local authority maintained schools,677,658,21.5,Mixed,None
Haringey,Earlham Primary School,Primary,Local authority maintained schools,409,357,24.8,Mixed,Does not apply
Wandsworth,"Sacred Heart Catholic Primary School, Battersea",Primary,Local authority maintained schools,504,382,45.3,Mixed,Roman Catholic
Harrow,Pinner Wood School,Primary,Local authority maintained schools,682,670,10.4,Mixed,Does not apply
Haringey,Haringey Learning Partnership,Not applicable,Local authority maintained schools,61,29,34.8,Mixed,Does not apply
Havering,R J Mitchell Primary School,Primary,Local authority maintained schools,291,301,27.1,Mixed,Does not apply
Haringey,Lordship Lane Primary School,Primary,Local authority maintained schools,480,484,31.3,Mixed,Does not apply
Hackney,The Bridge Academy,Secondary,Academies,1150,1099,57.4,Mixed,Does not apply
Barnet,Wessex Gardens Primary School,Primary,Local authority maintained schools,390,239,34.8,Mixed,Does not apply
Redbridge,Cranbrook Primary School,Primary,Local authority maintained schools,944,858,21.7,Mixed,Does not apply
Hillingdon,Cherry Lane Primary School,Primary,Local authority maintained schools,690,640,35.2,Mixed,Does not apply
Enfield,West Grove Primary,Primary,Local authority maintained schools,480,404,35.8,Mixed,Does not apply
Wandsworth,Chelsea Hall School,Not applicable,Special schools,48,45,0,Mixed,None
Hammersmith and Fulham,Burlington House School,Not applicable,Special schools,260,186,0,Mixed,None
Redbridge,Clore Tikva School,Primary,Local authority maintained schools,420,337,11.0,Mixed,Jewish
Islington,Arts and Media School Islington,Secondary,Local authority maintained schools,780,595,61.6,Mixed,None
Waltham Forest,Belmont Park School,Not applicable,Special schools,75,45,100.0,Mixed,Does not apply
Hackney,Betty Layward Primary School,Primary,Local authority maintained schools,450,446,14.9,Mixed,Does not apply
Croydon,Thornton Heath Nursery School,Nursery,Local authority maintained schools,0,103,0.0,Mixed,Does not apply
Croydon,Selhurst Nursery School and Children's Centre,Nursery,Local authority maintained schools,0,82,0.0,Mixed,Does not apply
Haringey,Bruce Grove Primary School,Primary,Local authority maintained schools,390,312,32.2,Mixed,Does not apply
Tower Hamlets,Harry Gosling Primary School,Primary,Local authority maintained schools,0,416,43.3,Mixed,Does not apply
Islington,Rotherfield Primary School,Primary,Local authority maintained schools,420,302,61.9,Mixed,Does not apply
Tower Hamlets,Darul Hadis Latifiah,Not applicable,Independent schools,300,132,0,Boys,None
Southwark,Harris Academy Bermondsey,Secondary,Academies,1150,835,48.6,Girls,Does not apply
Hammersmith and Fulham,Ark Burlington Danes Academy,Secondary,Academies,1200,819,51.6,Mixed,Church of England
Ealing,Ealing Alternative Provision,Not applicable,Local authority maintained schools,0,87,56.3,Mixed,Does not apply
Haringey,Park View School,Secondary,Local authority maintained schools,1215,1041,43.1,Mixed,Does not apply
Islington,Canonbury Primary School,Primary,Local authority maintained schools,460,438,46.8,Mixed,Does not apply
Barking and Dagenham,Gascoigne Primary School,Primary,Local authority maintained schools,1260,1122,28.0,Mixed,Does not apply
Ealing,Greek Primary School of London,Not applicable,Independent schools,91,27,0,Mixed,None
Lambeth,Hitherfield Primary School,Primary,Local authority maintained schools,700,619,22.6,Mixed,Does not apply
Barnet,Susi Earnshaw Theatre School,Not applicable,Independent schools,60,38,0,Mixed,None
Greenwich,Alexander McLeod Primary School,Primary,Local authority maintained schools,630,543,38.5,Mixed,Does not apply
Islington,Hugh Myddelton Primary School,Primary,Local authority maintained schools,484,487,51.1,Mixed,Does not apply
Southwark,Brunswick Park Primary School,Primary,Local authority maintained schools,446,430,46.8,Mixed,Does not apply
Barking and Dagenham,Hunters Hall Primary School,Primary,Local authority maintained schools,708,602,25.9,Mixed,Does not apply
Barking and Dagenham,Southwood Primary School,Primary,Local authority maintained schools,630,591,29.9,Mixed,Does not apply
Redbridge,Christchurch Primary School,Primary,Local authority maintained schools,1154,1117,14.8,Mixed,Does not apply
Haringey,Muswell Hill Primary School,Primary,Local authority maintained schools,420,419,8.8,Mixed,Does not apply
Lambeth,Henry Fawcett Primary School,Primary,Local authority maintained schools,360,226,61.2,Mixed,Does not apply
Haringey,Risley Avenue Primary School,Primary,Local authority maintained schools,660,477,43.6,Mixed,Does not apply
Merton,Harris Academy Merton,Secondary,Academies,1500,1341,34.3,Mixed,Does not apply
Barnet,Kisharon College,Not applicable,Other types,40,0,0,Mixed,Jewish
Barnet,Langdon College,Not applicable,Other types,50,0,0,Mixed,Does not apply
Ealing,Leap Service - the National Autistics Society,Not applicable,Other types,0,0,0,Mixed,Does not apply
Brent,Avigdor Hirsch Torah Temimah Primary School,Primary,Local authority maintained schools,204,193,1.6,Boys,Jewish
Bromley,Shaftesbury Nash College,Not applicable,Other types,100,0,0,Mixed,Christian
Redbridge,South Park Primary School,Primary,Local authority maintained schools,725,635,19.3,Mixed,Does not apply
Tower Hamlets,St Mary and St Michael Primary School,Primary,Local authority maintained schools,472,389,42.2,Mixed,Roman Catholic
Hillingdon,Hillingdon Manor School,Not applicable,Special schools,170,275,0,Mixed,None
Sutton,Orchard Hill College,Not applicable,Other types,440,0,0,Mixed,Does not apply
Barnet,The Orion Primary School,Primary,Local authority maintained schools,960,955,49.3,Mixed,Does not apply
Camden,Maria Montessori School,Not applicable,Independent schools,325,189,0,Mixed,None
Hillingdon,West Middlesex College,Not applicable,Other types,15,0,0,Mixed,Does not apply
Newham,Kingsford Community School,Secondary,Local authority maintained schools,1500,1500,50.3,Mixed,Does not apply
Greenwich,Greenwich Waldorf School,Not applicable,Independent schools,230,182,0,Mixed,None
Wandsworth,Victoria Drive Primary Pupil Referral Unit,Not applicable,Local authority maintained schools,0,0,0.0,Mixed,Does not apply
Redbridge,Bancroft's Preparatory School,Not applicable,Independent schools,270,270,0,Mixed,None
Hackney,St John and St James CofE Primary School,Primary,Local authority maintained schools,240,223,38.9,Mixed,Church of England
Westminster,Portman Early Childhood Centre,Nursery,Local authority maintained schools,0,73,35.3,Mixed,Does not apply
Merton,Malmesbury Primary School,Primary,Local authority maintained schools,524,381,39.1,Mixed,Does not apply
Enfield,Highfield Primary School,Primary,Local authority maintained schools,690,672,20.4,Mixed,Does not apply
Wandsworth,Thames Christian School,Not applicable,Independent schools,400,209,0,Mixed,Christian
Camden,Kingsgate Primary School,Primary,Local authority maintained schools,669,594,54.7,Mixed,Does not apply
Haringey,South Grove Primary School,Primary,Local authority maintained schools,210,221,37.4,Mixed,Does not apply
Enfield,Highlands School,Secondary,Local authority maintained schools,1589,1650,17.1,Mixed,Does not apply
Hounslow,Crane Park Primary School,Primary,Local authority maintained schools,0,454,31.8,Mixed,Does not apply
Hounslow,Fairholme Primary School,Primary,Local authority maintained schools,446,411,34.7,Mixed,Does not apply
Hounslow,Green Dragon Primary School,Primary,Local authority maintained schools,480,401,35.7,Mixed,Does not apply
Southwark,Harris Girls' Academy East Dulwich,Secondary,Academies,950,837,43.4,Girls,Does not apply
Waltham Forest,Walthamstow Academy,Secondary,Academies,1150,1071,42.9,Mixed,Christian
Hackney,"Tawhid Boys School, Tawhid Educational Trust",Not applicable,Independent schools,140,110,0,Boys,Islam
Havering,Engayne Primary School,Primary,Local authority maintained schools,600,587,7.5,Mixed,Does not apply
Kensington and Chelsea,The Lloyd Williamson School Foundation,Not applicable,Independent schools,250,75,0,Mixed,None
Newham,Sir John Heron Primary School,Primary,Local authority maintained schools,490,443,30.3,Mixed,Does not apply
Hackney,Rosemary Works School,Not applicable,Independent schools,160,86,0,Mixed,None
Tower Hamlets,London Islamic School,Not applicable,Independent schools,150,135,0,Boys,None
Greenwich,Conway Primary School,Primary,Local authority maintained schools,480,429,26.3,Mixed,Does not apply
Newham,Plaistow Primary School,Primary,Local authority maintained schools,450,362,31.6,Mixed,Does not apply
Barking and Dagenham,Mayesbrook Park School,Not applicable,Local authority maintained schools,0,74,36.5,Mixed,Does not apply
Greenwich,Eglinton Primary School,Primary,Local authority maintained schools,480,372,41.9,Mixed,Does not apply
Camden,LaSWAP Sixth Form,Not applicable,Colleges,0,0,0,Mixed,None
Waltham Forest,Lantern of Knowledge Secondary School,Not applicable,Independent schools,130,100,0,Boys,Muslim
Lewisham,Sydenham and Forest Hill Sixth Form,Not applicable,Colleges,0,0,0,Mixed,None
Sutton,Sutton College of Learning for Adults,Not applicable,Other types,0,0,0,Mixed,None
Hillingdon,London School of Theology,Not applicable,Other types,0,0,0,Mixed,None
Richmond upon Thames,Richmond and Hillcroft Adult and Community College (Rhacc),16 plus,Colleges,0,0,0,Mixed,None
Greenwich,Wildwood Montessori School,Not applicable,Other types,0,0,0,Not applicable,None
Newham,The Service for Deaf and Partially Hearing Children,Not applicable,Other types,0,0,0,Not applicable,None
Southwark,St John's and St Clement's Primary School Co Hearing Impaired Unit,Not applicable,Other types,0,0,0,Not applicable,None
Merton,Wimbledon School of Art,Not applicable,Other types,0,0,0,Mixed,None
Southwark,Camberwell College of Arts,Not applicable,Other types,0,0,0,Mixed,None
Southwark,London College of Printing & Distributive Trades,Not applicable,Other types,0,0,0,Mixed,None
Westminster,Inchbald School of Design,Not applicable,Other types,0,0,0,Mixed,None
Redbridge,Early Years Assessment Service and Centre Co Manford Primary School,Not applicable,Other types,0,0,0,Not applicable,None
Lewisham,Allenby Tutorial Trust,Not applicable,Other types,0,0,0,Mixed,None
Croydon,Hillcrest,Not applicable,Other types,0,0,0,Mixed,None
Newham,Stratford Circus,Not applicable,Other types,0,0,0,Mixed,None
Tower Hamlets,Mazahirul Uloom London School,Not applicable,Independent schools,125,117,0,Boys,None
Harrow,Woodlands School,Not applicable,Special schools,135,137,29.9,Mixed,Does not apply
Harrow,Kingsley High School,Not applicable,Special schools,0,129,46.2,Mixed,Does not apply
Richmond upon Thames,Kew Riverside Primary School,Primary,Local authority maintained schools,210,92,40.2,Mixed,Does not apply
Barnet,Pardes House Primary School,Primary,Local authority maintained schools,360,355,2.8,Boys,Jewish
Barnet,Beis Yaakov Primary School,Primary,Local authority maintained schools,512,456,1.5,Girls,Jewish
Brent,The School of the Islamic Republic of Iran,Not applicable,Independent schools,81,65,0,Mixed,None
Haringey,Greig City Academy,Secondary,Academies,1200,1181,35.3,Mixed,Church of England
Greenwich,Waterside School,Not applicable,Special schools,48,38,76.3,Mixed,Does not apply
Redbridge,Oaks Park High School,Secondary,Local authority maintained schools,1830,1783,22.5,Mixed,Does not apply
Hackney,Side By Side School,Not applicable,Special schools,150,110,0,Mixed,None
Lambeth,The Livity School,Not applicable,Special schools,135,127,54.3,Mixed,Does not apply
Richmond upon Thames,Hampton Court House,Not applicable,Independent schools,438,374,0,Mixed,None
Ealing,Ealing Independent College,Not applicable,Independent schools,150,112,0,Mixed,None
Hackney,Al-Falah Primary School,Not applicable,Independent schools,120,105,0,Mixed,None
Hounslow,The William Hogarth Primary School,Primary,Local authority maintained schools,236,119,31.1,Mixed,Does not apply
Westminster,Hospital Home and Education Units co St Mary's Hospitial Tuition Unit,Not applicable,Other types,0,0,0,Mixed,None
Waltham Forest,Noor Ul Islam Primary School,Not applicable,Independent schools,192,168,0,Mixed,Islam
Southwark,The Hospital and Home Tuition Sick Children's Service,Not applicable,Other types,0,0,0,Mixed,None
Barnet,Nancy Reuben Primary School,Not applicable,Independent schools,230,235,0,Mixed,None
Hammersmith and Fulham,William Morris Sixth Form,16 plus,Local authority maintained schools,900,801,100.0,Mixed,Does not apply
Barnet,Torah Vodaas,Not applicable,Independent schools,350,408,0,Boys,None
Barking and Dagenham,Jo Richardson Community School,Secondary,Local authority maintained schools,1700,1686,36.7,Mixed,Does not apply
Tower Hamlets,Lansbury Lawrence Primary School,Primary,Local authority maintained schools,420,452,49.8,Mixed,Does not apply
Hackney,Yesodey Hatorah Senior Girls School,Secondary,Local authority maintained schools,400,384,2.1,Girls,Jewish
Barnet,The Northgate School,Not applicable,Other types,0,0,0,Mixed,None
Tower Hamlets,Al-Mizan School,Not applicable,Independent schools,120,111,0,Mixed,None
Brent,Brent River College,Not applicable,Local authority maintained schools,0,40,47.5,Mixed,Does not apply
Lambeth,Jubilee Primary School,Primary,Local authority maintained schools,405,307,57.3,Mixed,Does not apply
Harrow,Hillview Nursery School,Nursery,Local authority maintained schools,0,80,0.0,Mixed,Does not apply
Haringey,The Mulberry Primary School,Primary,Local authority maintained schools,750,519,38.0,Mixed,Does not apply
Brent,JFS,Secondary,Local authority maintained schools,2165,2040,5.5,Mixed,Jewish
Richmond upon Thames,Marshgate Primary School,Primary,Local authority maintained schools,420,416,6.3,Mixed,Does not apply
Barnet,Northgate School,Not applicable,Local authority maintained schools,0,8,71.4,Mixed,Does not apply
Merton,Canterbury Campus and Lavender Campus,Not applicable,Local authority maintained schools,0,54,27.8,Mixed,Does not apply
Merton,St Thomas of Canterbury Catholic Primary School,Primary,Local authority maintained schools,480,426,32.3,Mixed,Roman Catholic
Greenwich,Ravensbourne,Not applicable,Universities,0,0,0,Mixed,None
Bexley,Rose Bruford College,Not applicable,Universities,0,0,0,Mixed,None
Tower Hamlets,Queen Mary University of London,Not applicable,Universities,0,0,0,Mixed,None
Newham,University of East London,Not applicable,Universities,0,0,0,Mixed,None
Islington,City University,Not applicable,Universities,0,0,0,Mixed,None
City of London,London Metropolitan University,Not applicable,Universities,0,0,0,Mixed,None
Kingston upon Thames,Kingston University,Not applicable,Universities,0,0,0,Mixed,None
Barnet,Middlesex University,Not applicable,Universities,0,0,0,Mixed,None
Camden,The Royal Veterinary College,Not applicable,Universities,0,0,0,Mixed,None
Westminster,London Business School,Not applicable,Universities,0,0,0,Mixed,None
Westminster,Royal Academy of Music,Not applicable,Universities,0,0,0,Mixed,None
Camden,Central School of Speech and Drama,Not applicable,Universities,0,0,0,Mixed,None
Southwark,London South Bank University,Not applicable,Universities,0,0,0,Mixed,None
Lambeth,King's College London,Not applicable,Universities,0,0,0,Mixed,None
Greenwich,Trinity Laban,Not applicable,Universities,0,0,0,Mixed,None
Greenwich,University of Greenwich,Not applicable,Universities,0,0,0,Mixed,None
Lewisham,"Goldsmiths College, University of London",Not applicable,Universities,0,0,0,Mixed,None
Wandsworth,Roehampton University,Not applicable,Universities,0,0,0,Mixed,None
Wandsworth,St George's Hospital Medical School,Not applicable,Universities,0,0,0,Mixed,None
Kensington and Chelsea,"Imperial College of Science, Technology and Medicine",Not applicable,Universities,0,0,0,Mixed,None
Kensington and Chelsea,Royal College of Music,Not applicable,Universities,0,0,0,Mixed,None
Kensington and Chelsea,Royal College of Art,Not applicable,Universities,0,0,0,Mixed,None
Kensington and Chelsea,Institute of Cancer Research,Not applicable,Universities,0,0,0,Mixed,None
Richmond upon Thames,"St Mary's University, Twickenham",Not applicable,Universities,0,0,0,Mixed,None
Hillingdon,Brunel University,Not applicable,Universities,0,0,0,Mixed,None
Westminster,University of Westminster,Not applicable,Universities,0,0,0,Mixed,None
Camden,University of the Arts London,Not applicable,Universities,0,0,0,Mixed,None
Ealing,University of West London,Not applicable,Universities,0,0,0,Mixed,None
Camden,University College London,Not applicable,Universities,0,0,0,Mixed,None
Camden,London School of Hygiene & Tropical Medicine,Not applicable,Universities,0,0,0,Mixed,None
Camden,University of London,Not applicable,Universities,0,0,0,Mixed,None
Camden,Birkbeck College,Not applicable,Universities,0,0,0,Mixed,None
Camden,School of Oriental and African Studies,Not applicable,Universities,0,0,0,Mixed,None
Westminster,London School of Economics and Political Science,Not applicable,Universities,0,0,0,Mixed,None
Redbridge,Oakdale Junior School,Primary,Local authority maintained schools,390,337,24.6,Mixed,Does not apply
Redbridge,Oakdale Infants' School,Primary,Local authority maintained schools,270,295,16.2,Mixed,Does not apply
Redbridge,Gearies Primary School,Primary,Local authority maintained schools,906,888,10.2,Mixed,Does not apply
Redbridge,Churchfields Junior School,Primary,Local authority maintained schools,480,479,12.3,Mixed,Does not apply
Redbridge,Churchfields Infants' School,Primary,Local authority maintained schools,450,434,5.8,Mixed,Does not apply
Redbridge,Parkhill Infants' School,Primary,Local authority maintained schools,408,392,9.7,Mixed,Does not apply
Redbridge,Parkhill Junior School,Primary,Local authority maintained schools,480,457,17.5,Mixed,Does not apply
Merton,St Mark's Church of England Academy,Secondary,Academies,900,944,48.6,Mixed,Church of England
Hammersmith and Fulham,Larmenier & Sacred Heart Catholic Primary School,Primary,Local authority maintained schools,446,440,16.4,Mixed,Roman Catholic
Hammersmith and Fulham,Parsons Green Prep School,Not applicable,Independent schools,200,130,0,Mixed,None
Wandsworth,Gatton (VA) Primary School,Primary,Local authority maintained schools,630,631,19.5,Mixed,Muslim
Haringey,Islamic Shakhsiyah Foundation,Not applicable,Independent schools,195,115,0,Mixed,None
Southwark,The Villa,Not applicable,Independent schools,175,197,0,Mixed,None
Wandsworth,Park House School,Not applicable,Special schools,56,56,0,Mixed,None
Tower Hamlets,Courtauld Institute of Art,Not applicable,Universities,0,0,0,Not applicable,Does not apply
Tower Hamlets,Malmesbury Primary School,Primary,Local authority maintained schools,525,442,50.1,Mixed,Does not apply
Bexley,Orchard Primary School,Primary,Local authority maintained schools,210,211,25.1,Mixed,Does not apply
Westminster,L'Ecole Bilingue Elementaire,Not applicable,Independent schools,124,119,0,Mixed,None
Ealing,Petts Hill Primary School,Primary,Local authority maintained schools,210,251,45.3,Mixed,Does not apply
Southwark,City of London Academy (Southwark),Secondary,Academies,1200,1576,47.4,Mixed,Does not apply
Southwark,Harris Academy Peckham,Secondary,Academies,900,537,51.2,Mixed,Does not apply
Brent,Harris Lowe Academy Willesden,Secondary,Academies,1200,1120,46.4,Mixed,Does not apply
Hounslow,Suffah Primary School,Not applicable,Independent schools,186,132,0,Mixed,None
Hammersmith and Fulham,Normand Croft Community School for Early Years and Primary Education,Primary,Local authority maintained schools,261,214,67.5,Mixed,Does not apply
Islington,New River College Medical,Not applicable,Local authority maintained schools,0,43,53.8,Mixed,Does not apply
Enfield,Starks Field Primary School,Primary,Local authority maintained schools,218,185,46.5,Mixed,Does not apply
Enfield,Oasis Academy Enfield,Secondary,Academies,1150,717,57.1,Mixed,None
