Borough,School_Name,Phase,Type_Group,Capacity,Pupils,FSM_Percent,Gender,Religious_Character
Islington,St Mary Magdalene Academy,All-through,Academies,1360,1554,36.3,Mixed,Church of England
Redbridge,Redbridge Alternative Provision,Not applicable,Local authority maintained schools,48,21,52.4,Mixed,Does not apply
Ealing,Alec Reed Academy,All-through,Academies,1895,1672,41.3,Mixed,Does not apply
Barking and Dagenham,Hopewell School,Not applicable,Special schools,65,49,0,Mixed,None
Newham,Azhar Academy Girls School,Not applicable,Independent schools,950,618,0,Mixed,None
Lambeth,The Orchard School,Primary,Local authority maintained schools,210,206,37.9,Mixed,Muslim
Newham,Zakariya Primary School,Not applicable,Independent schools,120,101,0,Mixed,Muslim
Waltham Forest,Walthamstow Montessori School,Not applicable,Independent schools,150,109,0,Mixed,None
Croydon,Al-Khair School,Not applicable,Independent schools,105,96,0,Boys,None
Newham,Madaniyah Foundation,Not applicable,Independent schools,48,33,0,Mixed,None
Merton,Lavender Lodge School,Not applicable,Special schools,73,65,0,Mixed,None
Ealing,Ealing Primary Centre,Not applicable,Local authority maintained schools,12,4,25.0,Mixed,Does not apply
Newham,Quwwat Ul Islam Girls' School,Not applicable,Independent schools,310,204,0,Girls,None
Hackney,New Regent's College,Not applicable,Local authority maintained schools,200,83,62.7,Mixed,Does not apply
Kensington and Chelsea,Notting Hill Prep School,Not applicable,Independent schools,540,383,0,Mixed,None
Hounslow,Heathfield House School,Not applicable,Independent schools,220,142,0,Mixed,None
Barnet,Woodcroft Primary School,Primary,Local authority maintained schools,420,414,29.2,Mixed,Does not apply
Haringey,Chestnuts Primary School,Primary,Local authority maintained schools,446,439,18.9,Mixed,Does not apply
Haringey,North Harringay Primary School,Primary,Local authority maintained schools,460,412,22.6,Mixed,Does not apply
Lambeth,Silburn Reid,Not applicable,Other types,0,0,0,Mixed,Does not apply
Hackney,Mossbourne Community Academy,Secondary,Academies,1400,1441,48.4,Mixed,Does not apply
Barnet,North London Grammar School,Not applicable,Independent schools,404,223,0,Mixed,None
Bexley,Bishop Ridley Church of England VA Primary School,Primary,Local authority maintained schools,476,371,6.7,Mixed,Church of England
Islington,The Gower School,Not applicable,Independent schools,350,246,0,Mixed,None
Barnet,London Academy,All-through,Academies,1870,1736,44.0,Mixed,Does not apply
Haringey,The Avenue Pre-Preparatory School and Nursery,Not applicable,Independent schools,100,76,0,Mixed,None
Tower Hamlets,London East Academy,Not applicable,Independent schools,160,153,0,Boys,None
Lambeth,The Elms Academy,Secondary,Academies,875,836,51.3,Mixed,Christian
Westminster,Wetherby Preparatory School,Not applicable,Independent schools,450,351,0,Boys,None
Brent,Ashley College,Not applicable,Local authority maintained schools,20,3,100.0,Mixed,Does not apply
Southwark,Rye Oak Primary School,Primary,Local authority maintained schools,420,262,57.3,Mixed,Does not apply
Westminster,Abingdon House School,Not applicable,Special schools,180,148,0,Mixed,None
Newham,New Directions,Not applicable,Local authority maintained schools,60,18,83.3,Mixed,Does not apply
Harrow,St John's CofE School,Primary,Local authority maintained schools,420,280,30.7,Mixed,Church of England
Richmond upon Thames,Kew Green Preparatory School,Not applicable,Independent schools,270,240,0,Mixed,None
Hillingdon,Harefield School,Secondary,Academies,1000,254,44.3,Mixed,Does not apply
Sutton,Sutton Tuition and Reintegration Service,Not applicable,Local authority maintained schools,90,1,0.0,Mixed,Does not apply
Lewisham,Haberdashers' Knights Academy,Secondary,Academies,1340,1130,45.3,Mixed,Does not apply
Barnet,Orange Tree School,Not applicable,Special schools,110,63,0,Mixed,None
Lewisham,Haberdashers' Hatcham College,Secondary,Academies,1440,1401,32.0,Mixed,Does not apply
Barnet,Akiva School,Primary,Local authority maintained schools,420,420,0.5,Mixed,Jewish
Camden,Alleyns Regents Park Prep,Not applicable,Independent schools,486,320,0,Mixed,None
Ealing,Ayesha Siddiqa Girls School,Not applicable,Independent schools,220,67,0,Girls,None
Camden,"Gloucester House, The Tavistock Children's Day Unit",Not applicable,Special schools,21,13,0,Mixed,None
Hammersmith and Fulham,Parayhouse School,Not applicable,Special schools,60,52,49.0,Mixed,Does not apply
Waltham Forest,Our Lady and St George's Catholic Primary School,Primary,Local authority maintained schools,450,328,38.7,Mixed,Roman Catholic
Harrow,Cedars Manor School,Primary,Local authority maintained schools,486,388,35.1,Mixed,Does not apply
Barnet,Martin Primary School,Primary,Local authority maintained schools,696,657,30.3,Mixed,Does not apply
Bromley,Riverside School,Not applicable,Special schools,319,357,40.1,Mixed,Does not apply
Westminster,Ark King Solomon Academy,All-through,Academies,1300,1307,62.1,Mixed,None
Croydon,Harris Academy South Norwood,Secondary,Academies,1150,1018,38.7,Mixed,Does not apply
Southwark,Southwark Inclusive Learning Service (Sils),Not applicable,Local authority maintained schools,112,41,78.0,Mixed,Does not apply
Hounslow,The Rosary Catholic Primary School,Primary,Local authority maintained schools,472,387,17.6,Mixed,Roman Catholic
Lewisham,St Matthew Academy,All-through,Academies,1650,1065,35.0,Mixed,Roman Catholic
Wandsworth,L'Ecole de Battersea,Not applicable,Independent schools,290,276,0,Mixed,None
Brent,Maple Walk School,Not applicable,Independent schools,250,174,0,Mixed,None
Croydon,Harris City Academy Crystal Palace,Secondary,Academies,1300,1162,37.1,Mixed,Does not apply
Southwark,Ark Walworth Academy,Secondary,Academies,1200,971,68.6,Mixed,Does not apply
Wandsworth,Ashcroft Technology Academy,Secondary,Academies,1450,1511,29.9,Mixed,Does not apply
Brent,Southover Partnership School,Not applicable,Special schools,75,51,0,Mixed,None
Lambeth,Ark Evelyn Grace Academy,Secondary,Academies,1200,348,61.8,Mixed,Does not apply
Southwark,London Christian School,Not applicable,Independent schools,130,118,0,Mixed,Christian
City of London,Guildhall School of Music and Drama,Not applicable,Universities,0,0,0,Mixed,Does not apply
Croydon,Harris Federation Post 16,Not applicable,Colleges,0,0,0,Mixed,Does not apply
Harrow,Harrow Collegiate,Not applicable,Colleges,0,0,0,Mixed,Does not apply
Ealing,Khalsa Primary School,Primary,Local authority maintained schools,472,416,25.4,Mixed,Sikh
Ealing,Insights Independent School,Not applicable,Special schools,100,55,0,Mixed,None
Barnet,Wren Academy Finchley,All-through,Academies,1600,1639,14.7,Mixed,Church of England
Kensington and Chelsea,Chelsea Academy,Secondary,Academies,1050,1126,46.7,Mixed,Church of England
Haringey,TreeHouse School,Not applicable,Special schools,112,104,46.4,Mixed,Does not apply
Waltham Forest,Hawkswood Primary PRU,Not applicable,Local authority maintained schools,44,0,0.0,Mixed,Does not apply
Hounslow,The Orchard Primary School,Primary,Local authority maintained schools,708,657,17.6,Mixed,Does not apply
Southwark,Ark Globe Academy,All-through,Academies,1645,1275,63.9,Mixed,Does not apply
Islington,City of London Academy Islington,Secondary,Academies,805,896,61.9,Mixed,Does not apply
Havering,Branfil Primary School,Primary,Local authority maintained schools,600,554,9.9,Mixed,Does not apply
Brent,Ark Academy,All-through,Academies,1650,1642,34.1,Mixed,Does not apply
Lambeth,Iqra Primary School,Primary,Local authority maintained schools,250,244,34.8,Mixed,Muslim
Kensington and Chelsea,Snowflake School,Not applicable,Special schools,43,42,0,Mixed,None
Croydon,Oasis Academy Coulsdon,Secondary,Academies,930,934,27.5,Mixed,Does not apply
Bromley,The Tutorial Foundation,Not applicable,Special schools,45,34,0,Mixed,None
Westminster,Pimlico Academy,Secondary,Academies,1250,1095,57.5,Mixed,Does not apply
Bexley,Harris Academy Falconwood,Secondary,Academies,1150,1284,17.9,Mixed,Does not apply
Haringey,Kestrel House School,Not applicable,Special schools,39,37,0,Mixed,None
Harrow,Heartwood House,Not applicable,Independent schools,60,60,0,Mixed,None
Hammersmith and Fulham,London Vocational Ballet School,Not applicable,Independent schools,65,47,0,Mixed,None
Barnet,JCoSS,Secondary,Local authority maintained schools,1360,1381,4.1,Mixed,Jewish
Wandsworth,Saint John Bosco College,Secondary,Local authority maintained schools,1050,828,51.0,Mixed,Roman Catholic
Ealing,North West London Independent Special School,Not applicable,Special schools,69,57,0,Mixed,None
City of London,Fashion Retail Academy,Not applicable,Other types,500,0,0,Mixed,Does not apply
Sutton,Greenholm School,Not applicable,Special schools,120,119,0,Mixed,None
Havering,Crowlands Primary School,Primary,Local authority maintained schools,720,669,21.4,Mixed,Does not apply
Southwark,Harris Boys' Academy East Dulwich,Secondary,Academies,950,907,35.2,Boys,Does not apply
Hounslow,Bedfont Primary School,Primary,Local authority maintained schools,530,541,21.4,Mixed,Does not apply
Hackney,"The City Academy, Hackney",Secondary,Academies,1170,1152,55.9,Mixed,Does not apply
Enfield,Freshsteps Independent school,Not applicable,Independent schools,120,57,0,Mixed,None
Hounslow,Chatsworth Primary School,Primary,Local authority maintained schools,710,631,12.5,Mixed,Does not apply
Lewisham,Marathon Science School,Not applicable,Independent schools,120,45,0,Boys,None
Bexley,Haberdashers' Crayford Academy,Secondary,Academies,1150,1078,35.5,Mixed,Does not apply
Croydon,Harris Academy Purley,Secondary,Academies,1150,1022,39.3,Mixed,Does not apply
Enfield,Oasis Academy Hadley,All-through,Academies,1650,1511,60.6,Mixed,Does not apply
Croydon,Oasis Academy Shirley Park,Secondary,Academies,1955,1659,50.6,Mixed,Does not apply
Brent,E-ACT Crest Academy,Secondary,Academies,1650,1206,48.9,Mixed,Does not apply
Haringey,Assunnah Primary School,Not applicable,Independent schools,139,134,0,Mixed,None
Tower Hamlets,Faraday School,Not applicable,Independent schools,140,108,0,Mixed,None
Barnet,Edgware Jewish Girls - Beis Chinuch,Not applicable,Independent schools,274,286,0,Girls,None
Hackney,Bnos Zion of Bobov,Not applicable,Independent schools,380,344,0,Girls,Orthodox Jewish
Barking and Dagenham,Dagenham Park CofE School,Secondary,Local authority maintained schools,1470,1458,40.2,Mixed,Church of England
Hillingdon,Lady Nafisa School,Not applicable,Independent schools,100,88,0,Girls,Islam
Newham,East London Independent School,Not applicable,Special schools,186,75,0,Mixed,None
Kensington and Chelsea,Chepstow House School,Not applicable,Independent schools,545,404,0,Mixed,None
Havering,Drapers' Academy,Secondary,Academies,1120,1206,43.5,Mixed,Does not apply
Greenwich,Wize Up,Not applicable,Special schools,70,45,0,Mixed,None
Greenwich,StreetVibes Media Academy,Not applicable,Independent schools,40,25,0,Mixed,None
Wandsworth,Roehampton Gate School,Not applicable,Special schools,75,52,0,Mixed,None
Hackney,Skinners' Academy,Secondary,Academies,1150,987,58.2,Mixed,Does not apply
Enfield,Lift Aylward,Secondary,Academies,1485,1401,46.0,Mixed,Does not apply
Hammersmith and Fulham,Hammersmith Academy,Secondary,Academies,975,950,34.6,Mixed,Does not apply
Hounslow,Heston Primary School,Primary,Local authority maintained schools,472,414,30.2,Mixed,Does not apply
Croydon,The Quest Academy,Secondary,Academies,1115,903,33.6,Mixed,Does not apply
Richmond upon Thames,Lift Richmond Park,Secondary,Academies,1100,1039,27.7,Mixed,Does not apply
Croydon,Cumnor House School,Not applicable,Independent schools,181,143,0,Girls,None
Bromley,TLC The Learning Centre,Not applicable,Special schools,50,38,0,Mixed,None
Brent,Bnos Beis Yaakov Primary School,Not applicable,Independent schools,160,99,0,Girls,None
Redbridge,Stradbroke,Not applicable,Special schools,6,1,0,Girls,None
Barnet,The Holmewood School,Not applicable,Special schools,100,92,0,Mixed,None
Bromley,Baston House School,Not applicable,Special schools,121,120,0,Mixed,None
Redbridge,Chadwell Heath Academy,Secondary,Academies,1250,1250,23.2,Mixed,None
Bromley,Kemnal Technology College,Secondary,Academies,700,509,48.8,Mixed,None
Barnet,"Queen Elizabeth's School, Barnet",Secondary,Academies,1200,1314,3.7,Boys,None
Southwark,The Charter School North Dulwich,Secondary,Academies,1130,1330,20.1,Mixed,None
Barnet,Ashmole Academy,Secondary,Academies,1551,1823,11.4,Mixed,None
Southwark,Kingsdale Foundation School,Secondary,Academies,1750,2547,19.3,Mixed,None
Enfield,Kingsmead School,Secondary,Academies,1470,1502,38.6,Mixed,Does not apply
Hillingdon,Guru Nanak Sikh Academy,All-through,Academies,1500,1580,16.3,Mixed,Sikh
Bexley,Beths Grammar School,Secondary,Academies,1740,1664,11.1,Boys,None
Hounslow,Lampton Academy,Secondary,Academies,1502,1510,28.3,Mixed,None
Bromley,Darrick Wood School,Secondary,Academies,1825,1687,13.7,Mixed,None
Waltham Forest,Roger Ascham Primary School,Primary,Academies,480,407,27.4,Mixed,Does not apply
Waltham Forest,Yardley Primary School,Primary,Academies,510,521,14.5,Mixed,Does not apply
Bexley,Bexley Grammar School,Secondary,Academies,1357,1502,3.0,Mixed,None
Barnet,Beit Shvidler Primary School,Primary,Local authority maintained schools,240,230,3.9,Mixed,Jewish
Waltham Forest,Hillyfield Primary Academy,Primary,Academies,720,1194,18.3,Mixed,Does not apply
Barnet,The Compton School,Secondary,Academies,1350,1352,31.3,Mixed,Does not apply
Lewisham,Drumbeat School and ASD Service,Not applicable,Special schools,275,294,49.6,Mixed,Does not apply
Barking and Dagenham,George Carey Church of England Primary School,Primary,Local authority maintained schools,726,642,20.8,Mixed,Church of England
Ealing,Christ the Saviour Church of England Primary School,Primary,Local authority maintained schools,905,899,15.4,Mixed,Church of England
Lambeth,Platanos College,Secondary,Academies,1000,916,56.3,Mixed,None
Bromley,Orion Coopers,Secondary,Academies,1629,1318,24.9,Mixed,None
Bromley,Bishop Justus CofE School,Secondary,Academies,1355,1171,32.2,Mixed,Church of England
Bromley,Chislehurst School for Girls,Secondary,Academies,1344,1165,17.8,Girls,None
Merton,RR6,Not applicable,Colleges,0,0,0,Mixed,None
Bromley,Ravens Wood School,Secondary,Academies,1439,1592,12.0,Boys,None
Hillingdon,Haydon School,Secondary,Academies,2040,1549,22.9,Mixed,None
Hounslow,Cranford Community College,Secondary,Academies,1380,1554,29.9,Mixed,None
